"Variant and risk allele",P-value,"P-value annotation",RAF,OR,Beta,CI,"Mapped gene","Reported trait",Trait(s),"Study accession","PubMed ID","First Author",Location
rs6808893-<b>C</b>,"9 x 10-17",,0.4875,'-,'-,'-,LPP,Asthma,asthma,GCST009720,31361310,"Johansson Å",3:188415651
rs113048054-<b>G</b>,"3 x 10-11",,0.06587,'-,'-,'-,"LINC01063, AC092933.2",Asthma,asthma,GCST009720,31361310,"Johansson Å",3:196616946
rs28690449-<b>T</b>,"4 x 10-24",,0.2014,'-,'-,'-,"TLR10, TLR1",Asthma,asthma,GCST009720,31361310,"Johansson Å",4:38787511
rs4380538-<b>T</b>,"5 x 10-20",,0.3334,'-,'-,'-,"IL21, IL2",Asthma,asthma,GCST009720,31361310,"Johansson Å",4:122527407
rs16903574-<b>G</b>,"8 x 10-13",,0.07189,'-,'-,'-,OTULINL,Asthma,asthma,GCST009720,31361310,"Johansson Å",5:14610200
rs11742240-<b>T</b>,"3 x 10-16",,0.2743,'-,'-,'-,"AC112204.3, IL7R",Asthma,asthma,GCST009720,31361310,"Johansson Å",5:35881274
rs1837253-<b>T</b>,"4 x 10-44",,0.2602,'-,'-,'-,"TSLP, AC010395.1",Asthma,asthma,GCST009720,31361310,"Johansson Å",5:111066174
rs3813308-<b>G</b>,"2 x 10-9",,0.4352,'-,'-,'-,TNFAIP8,Asthma,asthma,GCST009720,31361310,"Johansson Å",5:119355086
rs848-<b>A</b>,"8 x 10-29",,0.1814,'-,'-,'-,"IL13, TH2LCRR",Asthma,asthma,GCST009720,31361310,"Johansson Å",5:132660808
rs449454-<b>A</b>,"1 x 10-12",,0.3832,'-,'-,'-,NDFIP1,Asthma,asthma,GCST009720,31361310,"Johansson Å",5:142153497
rs2961920-<b>C</b>,"3 x 10-9",,0.2347,'-,'-,'-,MIR3142HG,Asthma,asthma,GCST009720,31361310,"Johansson Å",5:160484499
rs6926894-<b>T</b>,"2 x 10-100",,0.4094,'-,'-,'-,HLA-DQA1,Asthma,asthma,GCST009720,31361310,"Johansson Å",6:32644653
rs55771973-<b>G</b>,"2 x 10-25",,0.3541,'-,'-,'-,BACH2,Asthma,asthma,GCST009720,31361310,"Johansson Å",6:90271600
rs3190930-<b>T</b>,"3 x 10-11",,0.2424,'-,'-,'-,PTPRK,Asthma,asthma,GCST009720,31361310,"Johansson Å",6:127970054
rs12201149-<b>T</b>,"9 x 10-9",,0.4147,'-,'-,'-,TIAM2,Asthma,asthma,GCST009720,31361310,"Johansson Å",6:154841029
rs3757727-<b>C</b>,"3 x 10-14",,0.402,'-,'-,'-,ITGB8,Asthma,asthma,GCST009720,31361310,"Johansson Å",7:20372274
rs4722758-<b>G</b>,"4 x 10-14",,0.1992,'-,'-,'-,JAZF1,Asthma,asthma,GCST009720,31361310,"Johansson Å",7:28116987
rs13263709-<b>T</b>,"8 x 10-22",,0.3652,'-,'-,'-,AC034114.2,Asthma,asthma,GCST009720,31361310,"Johansson Å",8:80374940
rs928412-<b>A</b>,"5 x 10-62",,0.2568,'-,'-,'-,"IL33, GTF3AP1",Asthma,asthma,GCST009720,31361310,"Johansson Å",9:6213148
rs11539209-<b>A</b>,"2 x 10-8",,0.07964,'-,'-,'-,ZDHHC12,Asthma,asthma,GCST009720,31361310,"Johansson Å",9:128721272
rs12722547-<b>C</b>,"6 x 10-21",,0.01696,'-,'-,'-,"IL2RA, AL137186.1",Asthma,asthma,GCST009720,31361310,"Johansson Å",10:6030130
rs2197415-<b>T</b>,"4 x 10-43",,0.4223,'-,'-,'-,"LINC00709, AC044784.1",Asthma,asthma,GCST009720,31361310,"Johansson Å",10:9020893
rs12788104-<b>A</b>,"1 x 10-9",,0.3122,'-,'-,'-,"MUC5AC, MUC2",Asthma,asthma,GCST009720,31361310,"Johansson Å",11:1129831
rs7108441-<b>G</b>,"2 x 10-9",,0.2748,'-,'-,'-,PRR5L,Asthma,asthma,GCST009720,31361310,"Johansson Å",11:36330231
rs479844-<b>A</b>,"4 x 10-11",,0.4453,'-,'-,'-,"OVOL1, AP5B1",Asthma,asthma,GCST009720,31361310,"Johansson Å",11:65784486
rs7936312-<b>T</b>,"1 x 10-59",,0.4769,'-,'-,'-,"AP001189.2, EMSY",Asthma,asthma,GCST009720,31361310,"Johansson Å",11:76582682
rs542831-<b>T</b>,"5 x 10-13",,0.2878,'-,'-,'-,"LAYN, SIK2",Asthma,asthma,GCST009720,31361310,"Johansson Å",11:111600668
rs56389811-<b>T</b>,"5 x 10-9",,0.2383,'-,'-,'-,HDAC7,Asthma,asthma,GCST009720,31361310,"Johansson Å",12:47811575
rs3024971-<b>G</b>,"1 x 10-28",,0.107,'-,'-,'-,STAT6,Asthma,asthma,GCST009720,31361310,"Johansson Å",12:57099944
rs981625-<b>G</b>,"2 x 10-8",,0.06511,'-,'-,'-,LINC00393,Asthma,asthma,GCST009720,31361310,"Johansson Å",13:73465798
rs912131-<b>A</b>,"8 x 10-17",,0.2957,'-,'-,'-,UBAC2,Asthma,asthma,GCST009720,31361310,"Johansson Å",13:99380092
rs1950897-<b>C</b>,"8 x 10-13",,0.2869,'-,'-,'-,RAD51B,Asthma,asthma,GCST009720,31361310,"Johansson Å",14:68293424
rs1655558-<b>T</b>,"1 x 10-9",,0.4524,'-,'-,'-,ITPKA,Asthma,asthma,GCST009720,31361310,"Johansson Å",15:41495387
rs11071559-<b>T</b>,"7 x 10-20",,0.1281,'-,'-,'-,RORA,Asthma,asthma,GCST009720,31361310,"Johansson Å",15:60777789
rs72743461-<b>A</b>,"7 x 10-45",,0.237,'-,'-,'-,SMAD3,Asthma,asthma,GCST009720,31361310,"Johansson Å",15:67149412
rs12935657-<b>A</b>,"6 x 10-33",,0.2442,'-,'-,'-,CLEC16A,Asthma,asthma,GCST009720,31361310,"Johansson Å",16:11125184
rs3024664-<b>T</b>,"6 x 10-17",,0.05908,'-,'-,'-,IL4R,Asthma,asthma,GCST009720,31361310,"Johansson Å",16:27360103
rs12324931-<b>C</b>,"2 x 10-9",,0.04615,'-,'-,'-,CYLD,Asthma,asthma,GCST009720,31361310,"Johansson Å",16:50756247
rs2305479-<b>C</b>,"2 x 10-48",,0.489,'-,'-,'-,GSDMB,Asthma,asthma,GCST009720,31361310,"Johansson Å",17:39905964
rs8080122-<b>A</b>,"2 x 10-8",,0.3064,'-,'-,'-,"AC099811.5, STAT5B",Asthma,asthma,GCST009720,31361310,"Johansson Å",17:42275129
rs4247364-<b>G</b>,"2 x 10-11",,0.3001,'-,'-,'-,"MAP3K14-AS1, SPATA32",Asthma,asthma,GCST009720,31361310,"Johansson Å",17:45259320
rs12952581-<b>A</b>,"6 x 10-19",,0.3627,'-,'-,'-,AC091180.6,Asthma,asthma,GCST009720,31361310,"Johansson Å",17:49370984
rs3730775-<b>A</b>,"1 x 10-8",,0.4014,'-,'-,'-,POLI,Asthma,asthma,GCST009720,31361310,"Johansson Å",18:54287596
rs12964116-<b>G</b>,"4 x 10-9",,0.03547,'-,'-,'-,SERPINB7,Asthma,asthma,GCST009720,31361310,"Johansson Å",18:63775385
rs117710327-<b>A</b>,"3 x 10-23",,0.06221,'-,'-,'-,"AC008738.6, SLC7A10",Asthma,asthma,GCST009720,31361310,"Johansson Å",19:33235672
rs6011033-<b>A</b>,"7 x 10-9",,0.2318,'-,'-,'-,"RTEL1, RTEL1-TNFRSF6B",Asthma,asthma,GCST009720,31361310,"Johansson Å",20:63691346
rs8126516-<b>A</b>,"4 x 10-12",,0.2045,'-,'-,'-,RUNX1,Asthma,asthma,GCST009720,31361310,"Johansson Å",21:35080321
rs12165508-<b>T</b>,"1 x 10-8",,0.2045,'-,'-,'-,"TEF, AL008582.1",Asthma,asthma,GCST009720,31361310,"Johansson Å",22:41423956
rs4845604-<b>?</b>,"3 x 10-8",(conditional),NR,'-,'-,'-,RORC,Asthma,asthma,GCST009720,31361310,"Johansson Å",1:151829204
rs152271219-<b>?</b>,"1 x 10-16",(conditional),NR,'-,'-,'-,'-,Asthma,asthma,GCST009720,31361310,"Johansson Å","Mapping not available"
rs950880-<b>?</b>,"2 x 10-23",(conditional),NR,'-,'-,'-,"IL18R1, IL1RL1",Asthma,asthma,GCST009720,31361310,"Johansson Å",2:102316102
rs73196739-<b>?</b>,"2 x 10-11",(conditional),NR,'-,'-,'-,LPP,Asthma,asthma,GCST009720,31361310,"Johansson Å",3:188684683
rs509399-<b>?</b>,"1 x 10-9",(conditional),NR,'-,'-,'-,LINC01991,Asthma,asthma,GCST009720,31361310,"Johansson Å",3:187963924
rs78560100-<b>?</b>,"3 x 10-19",(conditional),NR,'-,'-,'-,"KIAA1109, RN7SL335P",Asthma,asthma,GCST009720,31361310,"Johansson Å",4:122120316
rs4099209-<b>?</b>,"9 x 10-26",(conditional),NR,'-,'-,'-,"AC008782.1, SLC25A46",Asthma,asthma,GCST009720,31361310,"Johansson Å",5:110826563
rs3806933-<b>?</b>,"3 x 10-26",(conditional),NR,'-,'-,'-,TSLP,Asthma,asthma,GCST009720,31361310,"Johansson Å",5:111071044
rs142117234-<b>A</b>,"4 x 10-8",,0.00306,1.4060003,'-,[1.28-1.53],"IL4, TH2LCRR",Asthma,asthma,GCST008916,31619474,"Zhu Z",5:132672844
rs139939994-<b>G</b>,"1 x 10-8",,0.008587,1.2131327,'-,[1.15-1.28],"UHRF2, TPD52L3",Asthma,asthma,GCST008916,31619474,"Zhu Z",9:6380605
rs35449774-<b>T</b>,"7 x 10-11",,0.142188,1.0714098,'-,[1.05-1.09],"HLA-DPA1, HLA-DOA",Asthma,asthma,GCST008916,31619474,"Zhu Z",6:33063835
rs3122929-<b>T</b>,"1 x 10-27",,0.404012,1.0712354,'-,[1.06-1.08],STAT6,Asthma,asthma,GCST008916,31619474,"Zhu Z",12:57115319
rs17510339-<b>T</b>,"2 x 10-11",,0.123621,1.0658838,'-,[1.05-1.08],"AC004039.1, KIF3A",Asthma,asthma,GCST008916,31619474,"Zhu Z",5:132693722
rs78823938-<b>A</b>,"5 x 10-8",,0.079442,1.0653667,'-,[1.04-1.09],JAZF1,Asthma,asthma,GCST008916,31619474,"Zhu Z",7:28101332
rs112401631-<b>A</b>,"2 x 10-10",,0.02277,1.147699,'-,[1.11-1.19],"AC004585.2, SMARCE1",Asthma,asthma,GCST008916,31619474,"Zhu Z",17:40608272
rs6594500-<b>A</b>,"4 x 10-20",,0.398156,1.0603448,'-,[1.05-1.07],"AC010468.2, WDR36",Asthma,asthma,GCST008916,31619474,"Zhu Z",5:111135296
rs72833417-<b>T</b>,"1 x 10-9",,0.131302,1.0596658,'-,[1.04-1.08],"OSBPL7, TBX21",Asthma,asthma,GCST008916,31619474,"Zhu Z",17:47795683
rs10021288-<b>A</b>,"4 x 10-15",,0.243789,1.0575192,'-,[1.04-1.07],"AC097533.1, RN7SL335P",Asthma,asthma,GCST008916,31619474,"Zhu Z",4:122084379
rs72743461-<b>A</b>,"4 x 10-45",,0.236788,1.1071587,'-,[1.09-1.12],SMAD3,Asthma,asthma,GCST008916,31619474,"Zhu Z",15:67149412
rs2834787-<b>G</b>,"2 x 10-11",,0.153458,1.057204,'-,[1.04-1.07],RUNX1,Asthma,asthma,GCST008916,31619474,"Zhu Z",21:35130261
rs3024622-<b>G</b>,"2 x 10-17",,0.351748,1.0560364,'-,[1.04-1.07],IL4R,Asthma,asthma,GCST008916,31619474,"Zhu Z",16:27354132
rs62626322-<b>G</b>,"4 x 10-8",,0.112377,1.0558746,'-,[1.04-1.08],"RBM17, RPL32P23",Asthma,asthma,GCST008916,31619474,"Zhu Z",10:6073676
rs9852988-<b>G</b>,"3 x 10-8",,0.118001,1.0546253,'-,[1.04-1.07],LPP,Asthma,asthma,GCST008916,31619474,"Zhu Z",3:188327228
rs705700-<b>C</b>,"1 x 10-16",,0.424351,1.052876,'-,[1.04-1.07],RAB5B,Asthma,asthma,GCST008916,31619474,"Zhu Z",12:55995509
rs35570272-<b>T</b>,"3 x 10-15",,0.396243,1.0522484,'-,[1.04-1.06],GLB1,Asthma,asthma,GCST008916,31619474,"Zhu Z",3:33006170
rs28412876-<b>T</b>,"2 x 10-15",,0.376281,1.0518458,'-,[1.04-1.06],"AC091180.6, AC091180.5",Asthma,asthma,GCST008916,31619474,"Zhu Z",17:49377153
rs3190930-<b>T</b>,"1 x 10-11",,0.244903,1.0502295,'-,[1.04-1.06],PTPRK,Asthma,asthma,GCST008916,31619474,"Zhu Z",6:127970054
rs10131490-<b>G</b>,"3 x 10-12",,0.279637,1.049668,'-,[1.04-1.06],RAD51B,Asthma,asthma,GCST008916,31619474,"Zhu Z",14:68276590
rs73194495-<b>T</b>,"3 x 10-8",,0.189918,1.048392,'-,[1.03-1.06],LPP,Asthma,asthma,GCST008916,31619474,"Zhu Z",3:188610688
rs3828058-<b>A</b>,"1 x 10-12",,0.374054,1.048272,'-,[1.04-1.06],RORC,Asthma,asthma,GCST008916,31619474,"Zhu Z",1:151813805
rs1023518-<b>T</b>,"2 x 10-25",,0.263924,1.0770676,'-,[1.06-1.09],"AC116366.3, IRF1-AS1",Asthma,asthma,GCST008916,31619474,"Zhu Z",5:132458080
rs28617673-<b>T</b>,"5 x 10-13",,0.110027,1.0750384,'-,[1.06-1.09],SMAD3,Asthma,asthma,GCST008916,31619474,"Zhu Z",15:67078906
rs2241116-<b>A</b>,"1 x 10-22",,0.220145,1.0745434,'-,[1.06-1.09],IL18R1,Asthma,asthma,GCST008916,31619474,"Zhu Z",2:102386805
rs55684690-<b>T</b>,"8 x 10-29",,0.040446,1.192698,'-,[1.16-1.22],"THAP12, LINC02761",Asthma,asthma,GCST008916,31619474,"Zhu Z",11:76346902
rs150260796-<b>G</b>,"2 x 10-12",,0.018387,1.1845239,'-,[1.14-1.23],AC090844.3,Asthma,asthma,GCST008916,31619474,"Zhu Z",17:40012575
rs146644295-<b>C</b>,"2 x 10-14",,0.02236,1.1779952,'-,[1.14-1.22],MED1,Asthma,asthma,GCST008916,31619474,"Zhu Z",17:39418339
rs10515922-<b>G</b>,"8 x 10-9",,0.09743,1.0606513,'-,[1.04-1.08],"IL1RL1, FAM183DP",Asthma,asthma,GCST008916,31619474,"Zhu Z",2:102298194
rs72702900-<b>A</b>,"6 x 10-16",,0.038348,1.1437758,'-,[1.11-1.18],"LCE1D, LCE1C",Asthma,asthma,GCST008916,31619474,"Zhu Z",1:152799487
rs17406680-<b>C</b>,"6 x 10-20",,0.052346,1.1326919,'-,[1.11-1.16],"LINC00709, AC044784.1",Asthma,asthma,GCST008916,31619474,"Zhu Z",10:9166241
rs1837253-<b>C</b>,"1 x 10-51",,0.739385,1.1119064,'-,[1.1-1.13],"TSLP, AC010395.1",Asthma,asthma,GCST008916,31619474,"Zhu Z",5:111066174
rs58029167-<b>G</b>,"1 x 10-15",,0.272693,1.0572529,'-,[1.04-1.07],"ERMP1, AK4P4",Asthma,asthma,GCST008916,31619474,"Zhu Z",9:5850375
rs7760841-<b>T</b>,"1 x 10-12",,0.176847,1.1059403,'-,[1.08-1.13],"HLA-DRB1, HLA-DQA1",Asthma,asthma,GCST008916,31619474,"Zhu Z",6:32607091
rs17513503-<b>G</b>,"4 x 10-17",,0.073899,1.1044594,'-,[1.08-1.13],"SLC25A46, AC008782.1",Asthma,asthma,GCST008916,31619474,"Zhu Z",5:110810746
rs12964116-<b>G</b>,"2 x 10-9",,0.035452,1.1031857,'-,[1.07-1.14],SERPINB7,Asthma,asthma,GCST008916,31619474,"Zhu Z",18:63775385
rs115008099-<b>T</b>,"6 x 10-32",,0.168093,1.1028713,'-,[1.09-1.12],TH2LCRR,Asthma,asthma,GCST008916,31619474,"Zhu Z",5:132656189
rs62375550-<b>C</b>,"3 x 10-9",,0.043549,1.0990843,'-,[1.07-1.13],"TSLP, AC010395.1",Asthma,asthma,GCST008916,31619474,"Zhu Z",5:111051427
rs7936312-<b>T</b>,"1 x 10-48",,0.476493,1.0962532,'-,[1.08-1.11],"AP001189.2, EMSY",Asthma,asthma,GCST008916,31619474,"Zhu Z",11:76582682
rs34437781-<b>T</b>,"2 x 10-8",,0.056778,1.0949099,'-,[1.06-1.13],"HLA-B, AL671883.2",Asthma,asthma,GCST008916,31619474,"Zhu Z",6:31357178
rs10056243-<b>A</b>,"3 x 10-12",,0.065764,1.090685,'-,[1.07-1.12],"AC008782.1, BCLAF1P1",Asthma,asthma,GCST008916,31619474,"Zhu Z",5:110923378
rs16903574-<b>G</b>,"4 x 10-12",,0.076465,1.0862118,'-,[1.06-1.11],OTULINL,Asthma,asthma,GCST008916,31619474,"Zhu Z",5:14610200
rs45613035-<b>C</b>,"1 x 10-12",,0.098644,1.0773227,'-,[1.06-1.1],KIAA1109,Asthma,asthma,GCST008916,31619474,"Zhu Z",4:122219915
rs3757727-<b>T</b>,"2 x 10-10",,0.597822,1.0401709,'-,[1.03-1.05],ITGB8,Asthma,asthma,GCST008916,31619474,"Zhu Z",7:20372274
rs4594881-<b>G</b>,"1 x 10-10",,0.657198,1.0425128,'-,[1.03-1.06],"IL7R, AC137810.1",Asthma,asthma,GCST008916,31619474,"Zhu Z",5:35846713
rs2253717-<b>G</b>,"3 x 10-10",,0.715255,1.0430559,'-,[1.03-1.06],"KRT24, KRT223P",Asthma,asthma,GCST008916,31619474,"Zhu Z",17:40711984
rs4705959-<b>T</b>,"2 x 10-9",,0.742622,1.0436985,'-,[1.03-1.06],AC116366.3,Asthma,asthma,GCST008916,31619474,"Zhu Z",5:132530099
rs9663421-<b>C</b>,"3 x 10-10",,0.723737,1.0448987,'-,[1.03-1.06],IL2RA,Asthma,asthma,GCST008916,31619474,"Zhu Z",10:6013641
rs2305482-<b>A</b>,"6 x 10-13",,0.4574,1.0450691,'-,[1.03-1.06],PSMD3,Asthma,asthma,GCST008916,31619474,"Zhu Z",17:39984674
rs7626218-<b>A</b>,"2 x 10-12",,0.604822,1.045502,'-,[1.03-1.06],TBL1XR1,Asthma,asthma,GCST008916,31619474,"Zhu Z",3:177134250
rs2477923-<b>T</b>,"6 x 10-13",,0.536599,1.0463531,'-,[1.03-1.06],"CHCHD3P1, KRT8P37",Asthma,asthma,GCST008916,31619474,"Zhu Z",10:8524027
rs4247364-<b>G</b>,"8 x 10-12",,0.300065,1.0478032,'-,[1.03-1.06],"MAP3K14-AS1, SPATA32",Asthma,asthma,GCST008916,31619474,"Zhu Z",17:45259320
rs35621564-<b>A</b>,"1 x 10-13",,0.634874,1.0498576,'-,[1.04-1.06],"EEF1A1P27, ITGB8",Asthma,asthma,GCST008916,31619474,"Zhu Z",7:20547220
rs114559131-<b>A</b>,"3 x 10-10",,0.813234,1.0522192,'-,[1.04-1.07],"RNA5SP158, KLF3",Asthma,asthma,GCST008916,31619474,"Zhu Z",4:38754349
rs76181804-<b>A</b>,"3 x 10-8",,0.882422,1.0528406,'-,[1.03-1.07],"AL157402.1, PTPRC",Asthma,asthma,GCST008916,31619474,"Zhu Z",1:198632575
rs1684466-<b>G</b>,"4 x 10-15",,0.36238,1.0534402,'-,[1.04-1.07],LINC01063,Asthma,asthma,GCST008916,31619474,"Zhu Z",3:196632439
rs13099273-<b>A</b>,"4 x 10-17",,0.492253,1.0538876,'-,[1.04-1.07],LPP,Asthma,asthma,GCST008916,31619474,"Zhu Z",3:188415730
rs801429-<b>T</b>,"3 x 10-10",,0.156033,1.0544508,'-,[1.04-1.07],FBXL20,Asthma,asthma,GCST008916,31619474,"Zhu Z",17:39279125
rs12365699-<b>G</b>,"9 x 10-9",,0.833208,1.0567931,'-,[1.04-1.07],"CXCR5, AP004609.1",Asthma,asthma,GCST008916,31619474,"Zhu Z",11:118872577
rs75636497-<b>C</b>,"2 x 10-8",,0.883391,1.0568596,'-,[1.04-1.08],GLDC,Asthma,asthma,GCST008916,31619474,"Zhu Z",9:6545605
rs9327638-<b>G</b>,"1 x 10-11",,0.80369,1.0578649,'-,[1.04-1.07],KIF3A,Asthma,asthma,GCST008916,31619474,"Zhu Z",5:132734014
rs17670280-<b>G</b>,"5 x 10-12",,0.831921,1.0591149,'-,[1.04-1.08],LPP,Asthma,asthma,GCST008916,31619474,"Zhu Z",3:188682451
rs10178845-<b>G</b>,"3 x 10-17",,0.705254,1.0591489,'-,[1.05-1.07],LINC00299,Asthma,asthma,GCST008916,31619474,"Zhu Z",2:8303673
rs75125788-<b>C</b>,"5 x 10-8",,0.919355,1.0639997,'-,[1.04-1.09],"LINC00709, AC044784.1",Asthma,asthma,GCST008916,31619474,"Zhu Z",10:9213927
rs6899623-<b>A</b>,"9 x 10-24",,0.645577,1.0659981,'-,[1.05-1.08],BACH2,Asthma,asthma,GCST008916,31619474,"Zhu Z",6:90276840
rs10152595-<b>C</b>,"1 x 10-19",,0.750997,1.0673858,'-,[1.05-1.08],SMAD3,Asthma,asthma,GCST008916,31619474,"Zhu Z",15:67183150
rs13263709-<b>T</b>,"2 x 10-24",,0.350806,1.0685416,'-,[1.06-1.08],AC034114.2,Asthma,asthma,GCST008916,31619474,"Zhu Z",8:80374940
rs112336433-<b>C</b>,"3 x 10-8",,0.93272,1.069407,'-,[1.05-1.09],"LINC01063, AC092933.2",Asthma,asthma,GCST008916,31619474,"Zhu Z",3:196622133
rs12655443-<b>A</b>,"2 x 10-14",,0.503664,1.0480598,'-,[1.04-1.06],"AC005740.2, NDFIP1",Asthma,asthma,GCST008916,31619474,"Zhu Z",5:142088291
rs7087058-<b>G</b>,"1 x 10-8",,0.17197,1.0475199,'-,[1.03-1.06],GATA3,Asthma,asthma,GCST008916,31619474,"Zhu Z",10:8072959
rs903361-<b>A</b>,"1 x 10-11",,0.658908,1.0465835,'-,[1.03-1.06],"AC105940.2, ADORA1",Asthma,asthma,GCST008916,31619474,"Zhu Z",1:203122146
rs12785018-<b>T</b>,"1 x 10-10",,0.338949,1.0430869,'-,[1.03-1.06],"AC025946.2, KRT8P37",Asthma,asthma,GCST008916,31619474,"Zhu Z",10:8473385
rs58507040-<b>C</b>,"1 x 10-9",,0.287494,1.0428697,'-,[1.03-1.06],"AC073072.1, MTCYBP42",Asthma,asthma,GCST008916,31619474,"Zhu Z",7:22752699
rs10791824-<b>G</b>,"4 x 10-11",,0.566406,1.0413305,'-,[1.03-1.05],OVOL1,Asthma,asthma,GCST008916,31619474,"Zhu Z",11:65791795
rs72793573-<b>A</b>,"3 x 10-8",,0.264945,1.0405539,'-,[1.03-1.05],CAMK4,Asthma,asthma,GCST008916,31619474,"Zhu Z",5:111228575
rs827637-<b>G</b>,"2 x 10-10",,0.551306,1.0405201,'-,[1.03-1.05],"AC044784.1, LINC02676",Asthma,asthma,GCST008916,31619474,"Zhu Z",10:8968661
rs2070901-<b>T</b>,"2 x 10-8",,0.270154,1.03959,'-,[1.03-1.05],FCER1G,Asthma,asthma,GCST008916,31619474,"Zhu Z",1:161215268
rs7523907-<b>T</b>,"9 x 10-10",,0.545745,1.039397,'-,[1.03-1.05],"CD247, AL359962.2, AL359962.1, AL359962.3",Asthma,asthma,GCST008916,31619474,"Zhu Z",1:167458010
rs3813308-<b>G</b>,"6 x 10-10",,0.435145,1.0392152,'-,[1.03-1.05],TNFAIP8,Asthma,asthma,GCST008916,31619474,"Zhu Z",5:119355086
rs301819-<b>G</b>,"1 x 10-9",,0.591567,1.039187,'-,[1.03-1.05],RERE,Asthma,asthma,GCST008916,31619474,"Zhu Z",1:8441726
rs7918084-<b>T</b>,"7 x 10-10",,0.549135,1.0388168,'-,[1.03-1.05],EIF2S2P3,Asthma,asthma,GCST008916,31619474,"Zhu Z",10:92669710
rs2315646-<b>G</b>,"3 x 10-9",,0.341152,1.03859,'-,[1.03-1.05],ZBTB46,Asthma,asthma,GCST008916,31619474,"Zhu Z",20:63748397
rs12718488-<b>G</b>,"9 x 10-9",,0.346619,1.038375,'-,[1.03-1.05],AP001189.3,Asthma,asthma,GCST008916,31619474,"Zhu Z",11:76655646
rs7936275-<b>T</b>,"2 x 10-8",,0.288214,1.038229,'-,[1.02-1.05],MRVI1,Asthma,asthma,GCST008916,31619474,"Zhu Z",11:10639293
rs13427957-<b>T</b>,"2 x 10-8",,0.425702,1.0356257,'-,[1.02-1.05],IL1R1,Asthma,asthma,GCST008916,31619474,"Zhu Z",2:102072571
rs7517302-<b>T</b>,"4 x 10-8",,0.576714,1.0350137,'-,[1.02-1.05],RUNX3,Asthma,asthma,GCST008916,31619474,"Zhu Z",1:24927826
rs10965947-<b>C</b>,"3 x 10-8",,0.542255,1.0345582,'-,[1.02-1.05],AL445623.2,Asthma,asthma,GCST008916,31619474,"Zhu Z",9:23588585
rs4845774-<b>T</b>,"2 x 10-8",,0.427978,1.0353843,'-,[1.02-1.05],"LCE5A, FLG-AS1",Asthma,asthma,GCST008916,31619474,"Zhu Z",1:152473145
rs77741769-<b>C</b>,"3 x 10-8",,0.653693,1.0367322,'-,[1.02-1.05],"HNF1A-AS1, RPL12P33",Asthma,asthma,GCST008916,31619474,"Zhu Z",12:120926032
rs174566-<b>A</b>,"5 x 10-9",,0.648975,1.0378342,'-,[1.03-1.05],"FADS1, FADS2",Asthma,asthma,GCST008916,31619474,"Zhu Z",11:61824890
rs11828343-<b>A</b>,"2 x 10-8",,0.716862,1.0381916,'-,[1.02-1.05],SIK2,Asthma,asthma,GCST008916,31619474,"Zhu Z",11:111620598
rs13277355-<b>A</b>,"2 x 10-8",,0.273948,1.0386431,'-,[1.03-1.05],"PVT1, MYC",Asthma,asthma,GCST008916,31619474,"Zhu Z",8:127765473
rs7130870-<b>C</b>,"8 x 10-9",,0.669745,1.0386508,'-,[1.03-1.05],"AC087277.1, PRR5L",Asthma,asthma,GCST008916,31619474,"Zhu Z",11:36322652
rs12722502-<b>C</b>,"6 x 10-17",,0.981845,1.2156295,'-,[1.17-1.26],IL2RA,Asthma,asthma,GCST008916,31619474,"Zhu Z",10:6051176
rs201011002-<b>T</b>,"2 x 10-8",,0.994612,1.2810384,'-,[1.19-1.37],STAT6,Asthma,asthma,GCST008916,31619474,"Zhu Z",12:57104437
rs145986476-<b>C</b>,"1 x 10-12",,0.993103,1.3086015,'-,[1.23-1.38],IL4R,Asthma,asthma,GCST008916,31619474,"Zhu Z",16:27348194
rs72782676-<b>C</b>,"7 x 10-21",,0.992876,1.4291159,'-,[1.35-1.5],"AC044784.1, LINC00709",Asthma,asthma,GCST008916,31619474,"Zhu Z",10:8990592
rs146597587-<b>G</b>,"7 x 10-17",,0.995153,1.4511191,'-,[1.36-1.54],IL33,Asthma,asthma,GCST008916,31619474,"Zhu Z",9:6255967
rs59186511-<b>C</b>,"4 x 10-13",,0.880089,1.0714709,'-,[1.05-1.09],UBAC2,Asthma,asthma,GCST008916,31619474,"Zhu Z",13:99333984
rs2390314-<b>A</b>,"3 x 10-9",,0.070343,1.0742718,'-,[1.05-1.1],"ITGB8, EEF1A1P27",Asthma,asthma,GCST008916,31619474,"Zhu Z",7:20416355
rs79337446-<b>C</b>,"5 x 10-9",,0.930888,1.0744816,'-,[1.05-1.1],GLB1,Asthma,asthma,GCST008916,31619474,"Zhu Z",3:33047293
rs7864027-<b>A</b>,"4 x 10-18",,0.150095,1.0790429,'-,[1.06-1.1],UHRF2,Asthma,asthma,GCST008916,31619474,"Zhu Z",9:6504189
rs72827176-<b>C</b>,"5 x 10-9",,0.946389,1.0825089,'-,[1.06-1.11],STARD3,Asthma,asthma,GCST008916,31619474,"Zhu Z",17:39654542
rs34986765-<b>T</b>,"2 x 10-19",,0.870253,1.0862781,'-,[1.07-1.1],RORA,Asthma,asthma,GCST008916,31619474,"Zhu Z",15:60777002
rs35441874-<b>T</b>,"1 x 10-30",,0.75274,1.0866435,'-,[1.07-1.1],CLEC16A,Asthma,asthma,GCST008916,31619474,"Zhu Z",16:11119164
